system   I             system.c:245  al_install_system                [   0.00048] Allegro version: 5.1.12 (WIP)
display  D   display_settings.c:517  _al_score_display_settings       [   0.03712] Score is : 584
display  D   display_settings.c:202  debug_display_settings           [   0.03714] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:517  _al_score_display_settings       [   0.03716] Score is : 769
display  D   display_settings.c:202  debug_display_settings           [   0.03717] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:517  _al_score_display_settings       [   0.03720] Score is : 769
display  D   display_settings.c:202  debug_display_settings           [   0.03721] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.03723] Score is : 598
display  D   display_settings.c:202  debug_display_settings           [   0.03725] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.03727] Score is : 593
display  D   display_settings.c:202  debug_display_settings           [   0.03729] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.03731] Score is : 589
display  D   display_settings.c:202  debug_display_settings           [   0.03732] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.03735] Score is : 587
display  D   display_settings.c:202  debug_display_settings           [   0.03736] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.03738] Score is : 586
display  D   display_settings.c:202  debug_display_settings           [   0.03740] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.03742] Score is : 585
display  D   display_settings.c:202  debug_display_settings           [   0.03744] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.03746] Score is : 584
display  D   display_settings.c:202  debug_display_settings           [   0.03747] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:517  _al_score_display_settings       [   0.03749] Score is : 769
display  D   display_settings.c:202  debug_display_settings           [   0.03751] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:517  _al_score_display_settings       [   0.03754] Score is : 769
display  D   display_settings.c:202  debug_display_settings           [   0.03755] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.03758] Score is : 598
display  D   display_settings.c:202  debug_display_settings           [   0.03759] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.03762] Score is : 593
display  D   display_settings.c:202  debug_display_settings           [   0.03763] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.03766] Score is : 589
display  D   display_settings.c:202  debug_display_settings           [   0.03768] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.03770] Score is : 587
display  D   display_settings.c:202  debug_display_settings           [   0.03772] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.03774] Score is : 586
display  D   display_settings.c:202  debug_display_settings           [   0.03776] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.03778] Score is : 585
display  D   display_settings.c:202  debug_display_settings           [   0.03780] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.03782] Score is : 584
display  D   display_settings.c:202  debug_display_settings           [   0.03784] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.03786] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.03788] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.03791] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.03792] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.03795] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.03796] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.03798] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.03800] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.03802] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.03804] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.03806] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.03808] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.03809] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.03811] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.03812] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.03813] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.03815] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.03816] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.03818] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.03819] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.03821] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.03822] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.03824] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.03825] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.03827] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.03828] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.03830] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.03831] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.03833] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.03834] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.03837] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.03838] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.03840] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.03841] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.03843] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.03844] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.03846] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.03847] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.03849] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.03850] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.03852] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.03853] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.03855] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.03856] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.03858] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.03859] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.03861] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.03862] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.03864] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.03865] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.03867] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.03868] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.03870] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.03871] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.03873] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.03874] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.03876] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.03877] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.03878] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.03880] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.03882] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.03883] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.03885] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.03886] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.03888] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.03889] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.03891] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.03892] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.03894] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.03895] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.03897] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.03898] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.03900] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.03901] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.03903] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.03905] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.03907] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.03909] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.03911] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.03913] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.03915] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.03917] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.03919] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.03920] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.03923] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.03924] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.03927] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.03928] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.03930] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.03932] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.03934] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.03936] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.03938] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.03940] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.03942] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.03944] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.03946] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.03948] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.03950] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.03951] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.03954] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.03955] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.03958] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.03960] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.03962] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.03964] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.03966] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.03968] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.03970] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.03971] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.03973] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.03974] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.03977] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.03978] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.03980] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.03981] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.03983] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.03984] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.03986] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.03987] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.03989] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.03990] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.03992] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.03993] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.03995] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.03996] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.03997] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.03999] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.04000] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.04002] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.04003] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.04005] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.04006] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.04007] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.04009] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.04011] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.04013] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.04016] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.04017] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.04019] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.04020] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.04021] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.04023] Single Buffer requirement not met.
d3d      D         d3d_disp.cpp:1670 d3d_create_display_internals     [   0.04029] Trying format 0.
d3d      I         d3d_disp.cpp:1346 d3d_display_thread_proc          [   0.04072] Chose a display format: 23
d3d      I         d3d_disp.cpp:1415 d3d_display_thread_proc          [   0.04075] Normal window.
d3d      I         d3d_disp.cpp:779  d3d_create_device                [   0.05598] Using no depth stencil buffer
d3d      D         d3d_disp.cpp:837  d3d_create_device                [   0.07477] BeginScene succeeded in create_device
d3d      D         d3d_disp.cpp:845  d3d_create_device                [   0.07480] Success
d3d      D         d3d_disp.cpp:1693 d3d_create_display_internals     [   0.07483] Resumed after wait.
d3d      I         d3d_disp.cpp:1726 d3d_create_display_internals     [   0.07489] Format 0 succeeded.
d3d      D         d3d_disp.cpp:1757 d3d_create_display_internals     [   0.07494] Returning d3d_display: 005D4678
d3d      D         d3d_disp.cpp:1782 d3d_create_display_locked        [   0.07495] al_display=005D4678
d3d      D         d3d_disp.cpp:1783 d3d_create_display_locked        [   0.07497] al_display->vt=005A7EB0
system   D            wsystem.c:674  maybe_parent_dir                 [   0.07513] Also searching C:\Users\PenQuynh\Documents\Visual Studio 2015\Projects\game\
system   D            wsystem.c:724  _al_win_safe_load_library        [   0.07523] PathFindOnPath found: C:\Windows\system32\d3dx9_43.dll
system   D            wsystem.c:635  load_library_at_path             [   0.07525] Calling LoadLibrary C:\Windows\system32\d3dx9_43.dll
system   I            wsystem.c:638  load_library_at_path             [   0.07634] Loaded C:\Windows\system32\d3dx9_43.dll
d3dx9    I        d3d_d3dx9.cpp:88   _imp_load_d3dx9_module_version   [   0.07639] Module "d3dx9_43.dll" loaded.
dtor     D               dtor.c:184  _al_register_destructor          [   0.07752] added dtor for object 005DC5F8, func 00BE45BB
dtor     D               dtor.c:184  _al_register_destructor          [   0.07755] added dtor for object 005FBE68, func 00BE250E
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.07836] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.07838] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.07839] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.07840] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.07841] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.07842] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.07843] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.07844] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.07845] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.07847] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.07848] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.07849] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.07850] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.08100] added dtor for object 05D9D9B8, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.09052] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.09057] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:847  al_load_ttf_font_stretch_f       [   0.12397] Font Fonts/Aspex.ttf loaded with pixel size 0 x 24.
font     D                ttf.c:849  al_load_ttf_font_stretch_f       [   0.12401]     ascent=37.0, descent=-12.0, height=51.0
dtor     D               dtor.c:184  _al_register_destructor          [   0.12404] added dtor for object 05DA87E0, func 00BE1AA0
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.12426] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.12428] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.12430] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.12431] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.12433] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.12435] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.12436] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.12438] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.12439] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.12441] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.12443] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.12445] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.12446] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.12473] added dtor for object 05D9D3B8, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.12819] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.12823] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.12900] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.12903] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.12904] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.12906] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.12907] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.12909] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.12911] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.12912] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.12913] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.12915] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.12916] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.12918] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.12919] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.12940] added dtor for object 05D8E198, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.13008] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.13010] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.13086] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.13088] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.13089] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.13090] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.13091] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.13093] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.13094] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.13095] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.13096] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.13097] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.13098] Adapter format is 23
